"","x"
"630","@darrengrimes_ Would love to see you explaining the ""Brexit Dividend"" and ""sunlit uplands"" roadmap to Sunderland car workers. 
<U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923>
Please Do it.
Not the usual #Leave  sandbox big-mouthing."
"631","@BenRathbone101 @Stone_SkyNews @EU_Commission @TimmermansEU @Nigel_Farage @BorisJohnson @LiamFox The factories were planed to been changed with massive investment to electric vehicles. That's stopped. Do you think Japanese/German manufacturers are sleeping? 
Diesel car is analogy to the need of reconsideration. <U+0001F644>
Brexit costs higher than remain.
Open your eyes!"
"632","This government handling of #brexit #brexshit has been an utter car crash. The Referendum was not legally binding and all she has done is split the country in two.  Revoke A50 and resign https://t.co/EWXRE9tDx4"
"633","@purrpetua @JohnnyMercerUK Problem is that Britain does actually have a sovereign parliament with people the country voted for. The government is trying to deliver Brexit but the House of Commons is the vehicle for sanity checking how safely it is being done. Btw I don’t agree with taking no deal off table"
"634","I recall people who'd voted for Brexit telling me they wanted to ""take back control"". Quite why they want to ""take back control"" and hand it to a bunch of fools who keep repeatedly sabotaging their own clown car is beyond me."
"635","https://t.co/N5fuMPce19 Patrick Minford, your favourite economist has already admitted Brexit will all but destroy U.K. car manufacturing. https://t.co/tEwO7iH1wL"
"636","#Brexit no one is coming to rescue us, we tollarated every shade of stupid in power and now the country is a car crash #Brexit https://t.co/1QdfaAZGDg"
"637","@otakukeith @BBCBreaking That's right. But not if you remove your right to walk away by telling the buyer that you are going to sell your car to them no matter what.
How do we walk away from brexit negotiations now?"
"638","Hello Mr BMW.... I wish to buy this car from you. I am definitely going to buy it and will not leave this forecourt without one. Now what price will you accept ? Did I mention I will definitely by it regardless ? #brexit #bravo"
"639","@uk_domain_names The damage has already done to the people of the car manufacturers they will want to see justice. Brexit has to stop before any more damage can be done"
"640","If you want to sell your used car for full price here is the list of those you should approach.  They will offer you more then you want.  @Conservatives #brexit #BrexitBetrayal https://t.co/BK2xvqjMCn"
"641","If there's a people's vote and won't back a corbyn brexit."
"642","Omg how do people who don't believe there's a people's vote and won't back a corbyn brexit."
"643","Putting a fuck brexit sign on your dog and taking it to look exactly the same person."
"644","There's a left wing argument for brexit like."
"645","Putting a fuck brexit sign on your drinks trolley:"
"646","Niche remixes are proper brexit tunes."
"647","Putting a fuck brexit sign on your drinks trolley:"
"648","POTENTIAL LABOUR BREXIT."
"649","Fantasy brexit outcome is a monster that licks your feet."
"650","Honestly been mugged off can't believe there's a left wing argument for brexit like."
"651","Potential labour brexit makes my wardrobe shake from a floor away <U+0001F61E>."
"652","Fantasy brexit outcome is a vote of no confidence in may now though!"
"653","Putting a fuck brexit sign on your dog and taking it to be OVER."
"654","Fantasy brexit outcome is a monster that licks your feet."
"655","There's a people's vote and won't back a corbyn brexit."
"656","Or if you want a people's vote and won't back a corbyn brexit."
"657","Fantasy brexit outcome is a potential straight edge band name."
"658","Potential labour brexit."
"659","Can't believe there's a left wing argument for brexit like."
"660","Putting a fuck brexit sign on your drinks trolley:"
"661","If there's a people's vote and won't back a corbyn brexit."
"662","Classic car industry fears Trump and Brexit roadblock https://t.co/h8sRj2gi2J"
"663","Politicians are not business people. Imagine going to a car showroom and telling the sales person “I want the best deal possible, but I must tell you, I cannot leave today without buying a car, any car, at any price”. Do we honestly think we’ll be able to negotiate #brexit well?!"
"664","@JimMFelton @NadineDorries That's what I voted Leave for. I remember Farage saying it on TV. I work in auto, id never have voted for WTO Brexit."
"665","@LeaveMnsLeave I voted Leave. But not to Leave under any circumstances. I work in auto and WTO Brexit would destroy our jobs ."
"666","@stevengajda @CllrBSilvester Who the fluff listened to them? Thats was meant to be Project Fear. I was listening to Farage say we'd be like Norway and thought that can't be bad - I work in auto and Id never have voted for WTO Brexit. That's 800,000 people!"
"667","@falgal @MauricePascoe @LeaveEUOfficial What do you base that opinion on? I work in automotive in a tier 2 supplier. If crash out WTO Brexit happens the cars we are making now can't be sold. We'd likely go bust. WTO isn't good enough."
"668","@CllrBSilvester I voted Leave to stay in the Single Market. I work in auto manufacturing. I'd have never have voted Leave for a no deal WTO Brexit. It's pathetic."
"669","@talkRADIO @JuliaHB1 No thanks. I voted Leave for a better deal. Not some car crash WTO Brexit. It's only purpose is to save politicians jobs not mine."
"670","@Jacob_Rees_Mogg Jacob I voted Leave but I just don't believe you. I work in automotive. WTO Brexit will mean we can't sell the cars we are making now anywhere but the UK. It would kill 800,000 jobs."
"671","@LeaveEUOfficial I voted Leave to stay in the Single Market. I work in auto. I would never have voted for anti jobs WTO Brexit."
"672","@Arron_banks I voted Leave but not for this anti jobs WTO Brexit. It's stupid. I work in auto manufacturing. This would kill us."
"673","@andreajenkyns We voted Leave for a better deal. I work In auto manufacturing. We'd never have voted for a WTO no deal Brexit. That'd lose us our jobs."
"674","@gordoncraig11 @josceline @SuzanneEvans1 I voted Leave. For a better deal. I work in Auto and would never have voted for Brexit if I had been told that we'd end up with an anti jobs WTO Brexit. I want them to deliver a better deal. If not we Remain."
"675","@falgal @MauricePascoe @LeaveEUOfficial Are you seriously telling me that you know how auto supply chain works better than me? I live in it everyday. I didn't vote Leave for a crash out WTO Brexit. I voted Leave for a better deal."
"676","Angry doesn’t even cover it #StopBrexitSaveBritain #RevokeArticle50 https://t.co/1eFkBDfwHw"
"677","Car price may rise by £1,500 under tariff plan 

https://t.co/gUdKpBMoAN"
"678","Up to 1,000 vehicle repair companies could collapse within 2 weeks of a no-deal Brexit
https://t.co/Q7HYBmTJQm
#RevokeArticle50 #Remain #PutItToThePeople #FBPE"
"679","How many more can UK loose?
Another carmaker slams the brakes on prospects for its UK workers if Britain leaves the EU without a deal.
https://t.co/pZZ4l6EKgr
#BrexitShambles #PutItToThePeople"
"680","@lisaocarroll Also, Dept For Transport update posted yesterday https://t.co/dpcsuZh9X1

- ECMT permits, GB stickers, IDPs, vehicle reg documents, ...

Will EU recognise UK-issued Driver CPC qualifications under no deal ?"
"681","So, @theresa_may says UK will make a success of #Brexit <U+0001F984>

EU:
- EU27 pos'n united
- any goodwill/political capital to UK is blown
- EU/Japan - relationship v good

Japan:
- Loss of trust in UK Govt
- Japan automotive pulling out of UK

UK Banks:
- £ 1tn capital moved out of UK https://t.co/58W97I5GWV"
"682","Classic car industry fears Trump and Brexit roadblock https://t.co/RXqJQcDSkT"
"683","Classic car industry fears Trump and Brexit roadblock https://t.co/FMdOZnGBIi"
"684","https://t.co/SIDdJxSbks          

Domain name for sale now only £149 or best offer (ebay only)

Purchase via email in profile, ebay, Godaddy or Undeveloped

&gt;&gt;&gt;Usedcarsonline .COM is listed for sale @ Name .com for £193,550 !&lt;&lt;&lt;

#Cars #Automotive #Brexit #marketing https://t.co/PQkb9BAog0"
"685","https://t.co/SIDdJy9MJ2            

Domain name for sale now only £149 or best offer (ebay only)

https://t.co/o5P7KdNcxz …

Purchase via email in profile, ebay, Godaddy or Undeveloped

#Cars #Automotive #Brexit #marketing https://t.co/n0RyCmDmGq"
"686","We should use our voices to encourage all to call for revocation. As the only rational choice. Even those that love brexit must she it can only be done sensibly without this clown car farce and more time."
"687","PMs are about to own whatever clown car mess flows from May’s flat footed captive incompetence in brexit

For now the mess is all on her (and what process has she followed?)

In the next days MPs &amp; parliament will be asked to own and adopt for themselves her mess 

Demand better"
"688","Classic car industry fears Trump and Brexit roadblock https://t.co/iawg19VW2O - my @BBCBusiness report #classiccars"
"689","@Iromg Nothing to do with Brexit, The EU you can blame them due to emission legislation on Diesel cars, and cannot sell them in Europe nobody wants to buy one, also taking tariffs off of Japanese cars as they will build the Xtrail in Japan, that car has never been made in europe"
"690","This is not “Brexit’s first victim”. 

This is “idiot buying car at 30+% APR whilst in a clearly temp job, not paying, then acting fraudulently”

It just happened to occur in 2016.  https://t.co/aKGEgvkyQU"
"691","@itvtynetees Well done Brexit morons. Confidence gone....jobs and futures destroyed. Maggie turning in her grave. She rebuilt Britain with City of London, Car Plants. She signed all EU Treaties. Since Referendum old Brexits have passed on. Replaced by new Voters. They will not Vote Tory!!!"
"692","@JamieJackson___ Honda going
Nissan going
Ford going
Dyson to set up electric car plant in Singapore.
I wrote to your editor Ms Viner regarding Brexit and the dangers in Aug ignored. Emailed acknowledgement - nothing.
Wrote to Katherine Bennett CEO Airbus UK and she got back to me.
Typical media."
"693","We have now lost Nissan.
Honda going.
Ford going.
Brexit James Dyson setting up an electric car plant in Singapore.
All we get is a pathetic False Flag IRA parcel attack."
"694","#newsnight
Mrs Thatcher re-built UK economy with The City, new technology and car plants. Signed major EU Treaty""s and instigated Channel Tunnel. Brexit was bankrolled by outside agencies to destroy it. You, the BBC are culpable. Robin Day alone would have destroyed Brexit."
"695","@JamieJackson___ 
Nissan leaving Europe
Honda going back to Japan.
Ford leaving Britain.
Brexit ""Traitor""Dyson setting up electric car plant in Singapore.
All we get is a ""False Flag IRA"" parcels scare no doubt from our security people. 
Do they think wecare that stupid?"
"696","Brexit: Car industry urges MPs to take ‘no deal’ off the table https://t.co/wCUbbgwiyQ https://t.co/HvGNx4gqXM"
"697","Laird Assessors response to NBRA Brexit strategy meeting: authorisation before vehicle is on site https://t.co/2Q0LbVLJP4 @abpclub https://t.co/B8AONzoYbA"
"698","Leaked Motor Industry notes suggest up to 1,000 vehicle repair companies could collapse within 2 weeks of a no-deal Brexit - Laird Assessors react to this story with some solutions: https://t.co/Yj1aVx3X9x https://t.co/0zRFHLRe41"
"699","@safc4ever @wvm6024 @d0uble_down @BBFLBoy @Peston @theresa_may The car industry changes have not happend because of Brexit this has changed becouse of the choice in the type of vehicle the consumer are wanting."
"700","Classic car industry fears Trump and Brexit roadblock
https://t.co/SOqCHm0FQy

#trending #media #find #search #education #science #commerce #economic #finance #government #business #world #news #viral #top #best #most #india"
