,x
2008,"Those of us who know how Business operates, both strategically and tactically, don’t need amateur politicians lying through their back teeth, stating Brexit would have no impact on the economy &amp; jobs; thus ruining the future for our kids.
Bring on the public enquiry into Brexit!"
2009,"@LenMcCluskey Ffs! If only you could, or would, listen to your own words? 
You are responsible for this as much as the Tories.  
Brexit impact on jobs was inevitable for anyone with a couple of brain cells. 
Own it McCluskey with the other Lexiteers!"
2010,"@KJPoulton @RSylvesterTimes @jessphillips @RichardBurdenMP Your source data please @KJPoulton. What kind of jobs as well.

Do you really want a debate on job losses and major investments curtailed before Brexit has even happened? 

Remainers are well informed. Do you wish to reconsider?

@brexitjobslost @MrHickmott"
2011,"Those of us who KNOW this industry, and the people who work in it, KNOW Brexit was a significant part of the decision to close Honda, Swindon.
Stop listening to politicians who want Brexit at any cost to the people in this country. 
They are liars. https://t.co/x67EH3pW8r"
2012,"@JohnPatrinos @StecEng22 It's the industry I work in, but you are absolutely correct to point out the bigger picture. 
It is estimated that 200k + jobs are under threat before Brexit happens. Multiply that by a factor of 5 for knock on effect onto other jobs supported by the 200k. It's truly scary stuff"
2013,"@BrexitBin @ROBMCCANN2 It’s just sad BB.  To this day, I can’t believe that so many car workers voted for Brexit. 
The consequences of Brexit for automotive were clear, to me and others anyway,  on 24 June 2016. 
Sadly, they are all becoming a reality, and Brexit hasn’t happened yet."
2014,"@bart70758950 @little_pengelly Back in the real world Bart, a restaurant and hotel means jobs and tourism. Those are good things regardless of shortcomings in our infrastructure. It's a vote of confidence in our country post Brexit so quit your whingin!"
2015,"Tough Titty Mr Hunt.
The least of *my* concerns is your nasty party.
I'm more concerned with the NHS, trade, manufacturing,  jobs, farming, small businesses,  travelling,  and all the other stuff that your #Brexit will fuck up. https://t.co/k2JqnRjgYc"
2016,Primark to move 220 Reading jobs to Dublin. Nothing to do with #Brexit of course not. #headinsand  https://t.co/gFXAfYwyrP
2017,@EdField2 @Williamos6 @OwenJones84 Then he is not different. Objectively Brexit will be bad for the workers of this country.not only that but any form of it will be bad. To support it goes against the principles of the Labour Party.
2018,@PsychFarmer @samueljcox @michaeljswalker Not having Brexit at all would have saved those jobs...
2019,"@Theknowlestweet @grahambsi @michaeljswalker @jeremycorbyn ""Easily"" replace the jobs and industry lost, the massive change in how we have to trade with our main trading partner? Come on Lee you've got to be doubting yourself a bit on this one. Why not do it now without Brexit and be in an even better unicorn situation?"
2020,@threemagees @OwenJones84 It is. Got to spin up the narrative for when it all goes wrong and people remember labour spent 2 years pushing jobs first Brexit. Cons will be doing the same. It will be our fault that a deal couldn't be achieved. It was inevitable.
2021,"@NathanMJ_1848 @OwenJones84 Brexit is poison. I would have preferred no referendum but that is where we are. There are racist attacks now and there will be more when people start seriously loosing their jobs, when inflation increases and when Brexit creates the strongest driver of the far right, poverty."
2022,"We smell blood in our nostrils. MSM, career politicians, House of Lords all must be replaced with people who are for the people Brexit has turned on the lights and we see it in all it’s horror, The British system is rotten to the core.Spongers from across the world get packing https://t.co/nckFtQxQOC"
2023,"@TanyaL5 @BrexitMess @MBellLabCoop Most of my immediate colleagues are coming with me on the next anti Brexit march. Some people in our company genuinely believe in both the promise of Corbyn and that the earth is flat. 
They’re not coming."
2024,Potential impact of hard #Brexit on the UK's #offshorewind industry: The UK will still follow the European energy roadmap to encourage decarbonised power-mix in the long term. Download our report to find out more: https://t.co/UlaoKm1IWX. https://t.co/7b7xcjOOEH
2025,UK #offshorewind industry: hard #Brexit would have the highest impact on CfD AR3 projects than on other stages. Find out more about the potential impact of hard Brexit on the UK's offshore wind industry here -&gt; https://t.co/UlaoKm1IWX https://t.co/Lx4bXP9Fyp
2026,The UK has been the most attractive market for large foreign suppliers to the #offshorewind #power industry &amp; it remains tightly woven into the continental European supply chain. How would a hard #Brexit impact the UK offshore wind industry? Find out here: https://t.co/UlaoKm1IWX https://t.co/ySfN2B25ev
2027,"Hard #Brexit is expected to have a less severe impact on the #offshorewind #power industry than other industry sectors. Even so, the non-UK based supply chain will face an average WTO tariff of 2.7%. Download our report to find out more -&gt; https://t.co/UlaoKm1IWX. https://t.co/Yzagpn2sT4"
2028,"The UK is the largest #offshorewind #power market in Europe with 8.2GW of installed capacity through the end of 2018. However, there are some uncertainties in the industry associated with #Brexit. Download our report to find out more: https://t.co/UlaoKm1IWX. https://t.co/SDEND11p5x"
2029,"Students asked questions about Brexit and what the impact could be on their education and career, as well as what a second referendum could mean https://t.co/s3jNEngpn0"
2030,@LassieLmr I am so sorry to hear this but sadly this is happening to more and more NHS workers since Brexit! The nurses get it all the time 😪
2031,"Gets better - not really thought this through have they

#WillOfThePeople

No-deal Brexit 'could bring return of low-welfare egg imports' https://t.co/qNOXromk9E"
2032,"@DelRechoncho @PeoplesvoteSWY @LeaveEUbradford @MaryCreaghMP @peoplesvote_uk @campbellclaret Our youngest member is 16... 

Lots of teenagers come up to the street stalls to say how worried they are that they won’t get a chance to vote on Brexit. 

Most non-retired people go to school / college on week days, have full time jobs / work on Saturdays. 

“Simples”"
2033,Do these MPs know how much they'll be hated by their constituents who are losing their jobs to brexit? It's not even as if the nativist inactive leaver voters will ever vote for them in a general election. https://t.co/NQ5t6pJzkm
2034,"@UKLabour @lismoreberti Not if you drag us into a brexit, you won't. There will be no money for this, no money for children's services, no money for vulnerable adults, no money for the NHS, no money for school meals. No jobs. No taxes paid. Do you see a pattern starting to emerge? No money."
2035,@PatrickAndrews @AnotherSmith909 @LenMcCluskey And yet damaging workers' rights thoroughly and uncompromisingly through brexit will cause the proletariat to finally awake to class consciousness and rise up against capitalism. Which would never happen under the revisionist EU.
2036,McCluskey is forcing brexit down the throats of his members and the whole of the Labour movement against their will. Then pretends to care when his brexit - as every informed person warned - destroys manufacturing jobs. Vile hypocrisy. https://t.co/k1RNYQxcyQ
2037,"Seedy speculators and spivs coining it in under brexit. While real businesses that make things, provide jobs and pay taxes are destroyed and driven away. https://t.co/EnebPoPL8l"
2038,@Snoozette1 @Twittytwitty17 People are losing their jobs and they might lose their lives because of the minority who voted brexit. I don't say that to be unkind but if the country is ever to heal both sides need to be prepared to listen.
2039,"This is why they're the party of oligarchs, shot-traders, speculators and spivs. Because if you're the Conservative party, fxck business, fxck jobs. https://t.co/s3VDmK3uFx"
2040,"@Jeremy_Hunt Why is it so undesirable to discover what the British people really want in 2019 ? Only a second referendum can save the Union Jack, the Conservative party and your personal career. Brexit will make Scottish independence a certainty. Stop what you are doing!!!"
2041,"sic.’British industry might suffer after Brexit, and British power will be reduced. But the gray zone — where politics meets money, where foreign money can become domestic, where assets can be hidden and connections concealed-will survive. Perhaps that was the point all along.’ https://t.co/Yuts6LPqES"
2042,"@Brexit @bopinion Thats alright...all the over educated University leavers can have those jobs as the job market for them gets quickly saturated...
Glad the education paid off right?!"
2043,@Brexit @bopinion Nothing wrong with low skilled workers....perhaps you wanna take all your own rubbish to the tip every other week. Or get a broom and sweep your own streets. Or got to the local care home and wipe arses?!
2044,"Poor @flybe! If you want a cheap flight from/to the UK, go with them and try to save another British company from #brexit! Just bought a flight from Paris &lt; £100 for less than a week from now, apparently because people are confusing it with @flybmi :-("
2045,"@CNN Well, there is a good role for him in post Brexit Britain when he gets out... we’ll have a liberal economy, cheap hygienic chicken and dynamic jobs like these...(NSFW)

https://t.co/ghBTBSBj4N"
2046,"@Grant2Sheila @eurasiafantasia @WestNitaFBPE But I suspect that Brexit will at least mean that they have a good supply of inexpensive, if not exactly motivated care home workers. 

Lead in petrol was phased out from the late 80s to the mid 90s in the UK, so it’s likely young people are mentally better equipped to answer..."
